1	1	Roller Coaster Murder Case	January 8, 1996	May 24, 2004	New characterCharacter developmentRomanceBlack OrganizationCharacters pastsDetective Boys	V1 ~ F1(001)	N/A
247	266	The Mystery in the Net (Part 2)	August 20, 2001		Character developmentDetective Boys	V31 - F5~7(311-313)	Boat in the sand
248	267	The Alibi of the Soothing Forest	August 27, 2001			TV Original	Ceramics' clay
249	268	The Celebrities' Secret (Part 1)	September 3, 2001		New character	V32 - F5~7(322-324)	Autograph square
250	269	The Celebrities' Secret (Part 2)	September 10, 2001		Romance	V32 - F5~7(322-324)	Gloves with holes in them
251	270	The Tragedy at the OK Corral	September 17, 2001			TV Original	Horseshoes
252	271	The Kidnapper in the Picture	October 8, 2001		Detective Boys	TV Original	Silhouette
253	272	Metropolitan Police Detective Love Story 4 (Part 1)	October 15, 2001		Character developmentRomance	V32 - F11 ~ V33 - F2(328-330)	Sunglasses
254	273	Metropolitan Police Detective Love Story 4 (Part 2)	October 22, 2001		Character developmentRomance	V32 - F11 ~ V33 - F2(328-330)	Wristwatch
255	274	The 14th Round of the Matsue Tamatsukuri Linked Verse Contest (Part 1)	October 29, 2001		Romance	TV Original	Japanese maple
256	275	The 14th Round of the Matsue Tamatsukuri Linked Verse Contest (Part 2)	November 5, 2001			TV Original	Hokku
257	276	The Mysterious Punishment From Heaven	November 12, 2001		Detective Boys	TV Original	Offertory box
258	277	The Man from Chicago (Part 1)	November 19, 2001		New characterCharacter developmentDetective Boys	V32 - F8~10(325-327)	Strap
259	278	The Man from Chicago (Part 2)	November 26, 2001		Character developmentDetective Boys	V32 - F8~10(325-327)	P and A
260	279	The Shaking Restaurant	December 3, 2001			TV Original	Fish scale
261	280	The Fearful Legend of the Snowy Night (Part 1)	December 10, 2001			TV Original	Footprints
262	281	The Fearful Legend of the Snowy Night (Part 2)	December 17, 2001			TV Original	Gash
263	282-285	The Osaka Double Mystery - The Naniwa Swordsman and Toyotomi's Castle (2 Hour Special)	January 7, 2002		Character developmentRomanceHeiji Hattori	V31 - F8 ~ V32 - F4(314-321)	Umbrella
264	286	Courtroom Confrontation: Kisaki vs. Kogoro (Part 1)	January 14, 2002		New characterCharacter developmentRomance	TV Original	Cellphone
265	287	Courtroom Confrontation: Kisaki vs. Kogoro (Part 2)	January 21, 2002		Character developmentRomance	TV Original	Matches
266	288	The Truth Behind Valentine's (The Case)	January 28, 2002		Romance	V33 - F3~6(331-334)	Chocolate
267	289	The Truth Behind Valentine's (The Deduction)	February 4, 2002			V33 - F3~6(331-334)	Playing ball
268	290	The Truth Behind Valentine's (The Resolution)	February 11, 2002		Romance	V33 - F3~6(331-334)	Completely black photo
269	291	The Forgotten Memento from the Crime (Part 1)	February 18, 2002		Character developmentDetective Boys	V33 - F7~9(335-337)	Wristwatch
270	292	The Forgotten Memento from the Crime (Part 2)	March 4, 2002		Character developmentDetective Boys	V33 - F7~9(335-337)	Sandwich
271	293	The Secret Rushed Omission (Part 1)	March 11, 2002		Character developmentRomance	V33 - F10 ~ V34 - F1(338-340)	○×△
272	294	The Secret Rushed Omission (Part 2)	March 18, 2002		RomanceBlack Organization	V33 - F10 ~ V34 - F1(338-340)	Square
273	295	Riddle Granny Disappearance Case	April 8, 2002		Detective Boys	TV Original	Cat
274	296	The Truth of the Haunted House (Part 1)	April 15, 2002			V35 - F5~7(355-357)	TV screen
275	297	The Truth of the Haunted House (Part 2)	April 22, 2002			V35 - F5~7(355-357)	Beaker
276	298	The Policeman's Missing Notebook Case	May 6, 2002		Detective Boys	TV Original	All-you-can-eat
277	299	English Teacher vs. Great Western Detective (Part 1)	May 13, 2002		Character developmentHeiji Hattori	V34 - F2~4(341-343)	Curtain
278	300	English Teacher vs. Great Western Detective (Part 2)	May 20, 2002		Character developmentRomanceHeiji Hattori	V34 - F2~4(341-343)	Electro-magnetic wave
279	301	Hooligan's Labyrinth (Part 1)	May 27, 2002		New characterCharacter developmentDetective Boys	V34 - F5~7(344-346)	Ticket
280	302	Hooligan's Labyrinth (Part 2)	June 3, 2002		Character developmentRomanceDetective Boys	V34 - F5~7(344-346)	Uniform
281	303	The Small Eye-Witnesses	June 10, 2002		Detective Boys	TV Original	Kamen Yaiba's special move
282	304	The Mystery of the Water-Flowing Stone Garden (Part 1)	June 17, 2002			TV Original	Beautiful rock garden
283	305	The Mystery of the Water-Flowing Stone Garden (Part 2)	June 24, 2002			TV Original	Draining of the water
284	306	Chinatown Deja Vu in the Rain (Part 1)	July 1, 2002		New characterCharacter developmentCharacters pasts	V34 - F8~10(347-349)	Circular table
285	307	Chinatown Deja Vu in the Rain (Part 2)	July 8, 2002		Character developmentRomanceCharacters pasts	V34 - F8~10(347-349)	Wet towel
286	308	Shinichi Kudo's New York Case (The Case)	July 15, 2002		Characters pasts	V34 - F11 ~ V35 - F4(350-354)	Costumes
287	309	Shinichi Kudo's New York Case (The Deduction)	July 22, 2002		Romance	V34 - F11 ~ V35 - F4(350-354)	Feather
288	310	Shinichi Kudo's New York Case (The Resolution)	July 29, 2002		Character developmentRomanceFBI	V34 - F11 ~ V35 - F4(350-354)	Theater basement
289	311	Mitsuhiko's Mystifying Forest (Part 1)	August 5, 2002		New characterCharacter developmentDetective Boys	V35 - F8~10(358-360)	Lemon scent
290	312	Mitsuhiko's Mystifying Forest (Part 2)	August 12, 2002		Character developmentBlack OrganizationDetective Boys	V35 - F8~10(358-360)	Historical names
291	313	Solitary Island of the Princess and the Dragon King's Palace (The Case)	August 19, 2002		Heiji Hattori	V35 - F11 ~ V36 - F4(361-365)	Note in the sand
292	314	Solitary Island of the Princess and the Dragon King's Palace (The Pursuit)	August 26, 2002		Heiji Hattori	V35 - F11 ~ V36 - F4(361-365)	Automatically controlled plane
293	315	Solitary Island of the Princess and the Dragon King's Palace (The Resolution)	September 2, 2002		Heiji Hattori	V35 - F11 ~ V36 - F4(361-365)	Castle
294	316	The Smash of Determination and Love (Part 1)	September 9, 2002		Detective Boys	TV Original	E-mail
295	317	The Smash of Determination and Love (Part 2)	September 16, 2002		Detective Boys	TV Original	Awards ceremony
296	318	Houseboat Fishing Shock	October 14, 2002			TV Original	Carbon make fishing rod
297	319	Courtroom Confrontation II: Kisaki vs. Kujo (Part 1)	October 21, 2002			TV Original	Decorative clock
298	320	Courtroom Confrontation II: Kisaki vs. Kujo (Part 2)	October 28, 2002			TV Original	Glasses
299	321	The Kanmon Strait of Friendship and Murderous Intent (Part 1)	November 4, 2002			TV Original	Eyesight
300	322	The Kanmon Strait of Friendship and Murderous Intent (Part 2)	November 18, 2002			TV Original	Palm mark
301	323	Parade of Malice and Saint (Part 1)	November 25, 2002		New characterRomanceDetective Boys	V36 - F5~7(366-368)	Video camera
302	324	Parade of Malice and Saint (Part 2)	December 2, 2002		RomanceDetective Boys	V36 - F5~7(366-368)	Mail truck
303	325	The Victim Who Came Back	December 9, 2002		Detective Boys	TV Original	Recycling
304	326-329	The Trembling Police Headquarters: 12 Million Hostages (2 Hour Special)	January 6, 2003		New characterCharacter developmentRomanceCharacters pastsDetective Boys	V36 - F8 ~ V37 - F1(369-373)	Map symbol
305	330	The Unseen Suspect (Part 1)	January 13, 2003		RomanceCharacters pasts	V37 - F2~4(374-376)	Door glass
306	331	The Unseen Suspect (Part 2)	January 20, 2003		Romance	V37 - F2~4(374-376)	Lighter
307	332	On the Trail of a Silent Witness (Part 1)	January 27, 2003		New characterBlack Organization	V37 - F5~7(377-379)	Shogi, Chess, and Go
308	333	On the Trail of a Silent Witness (Part 2)	February 3, 2003		Black OrganizationFBI	V37 - F5~7(377-379)	Go pieces
309	334	Contact with the Black Organization (The Negotiation)	February 10, 2003		Character developmentBlack Organization	V37 - F8 ~ V38 - F1(380-383)	Diary
310	335	Contact with the Black Organization (The Pursuit)	February 17, 2003		Black Organization	V37 - F8 ~ V38 - F1(380-383)	System-soft
311	336	Contact with the Black Organization (Desperation)	February 24, 2003		Black Organization	V37 - F8 ~ V38 - F1(380-383)	Coin locker
312	337	Festival Dolls Dyed in the Setting Sun (Part 1)	March 3, 2003		New characterDetective Boys	V38 - F2~4(384-386)	The Emperor and doll display
313	338	Festival Dolls Dyed in the Setting Sun (Part 2)	March 10, 2003		RomanceDetective Boys	V38 - F2~4(384-386)	Stairs
314	339	The Scenic Lookout with the Broken Fence	March 17, 2003			TV Original	A Japanese White-Eye's nest
315	340	Place Exposed to the Sun	April 14, 2003			TV Original	Nightingale
316	341	The Sullied Masked Hero (Part 1)	April 21, 2003			V38 - F5~7(387-389)	Hidden camera
317	342	The Sullied Masked Hero (Part 2)	April 28, 2003			V38 - F5~7(387-389)	Mask
318	343	The Lucky Cigar Case (Part 1)	May 5, 2003			TV Original	Brake
319	344	The Lucky Cigar Case (Part 2)	May 12, 2003			TV Original	Cigar
320	345	The Art of Ninja Alibi Craft	May 19, 2003			TV Original	Answering machine
321	346	The Kidnapper's Disappearing Getaway Car (Part 1)	May 26, 2003		RomanceDetective Boys	TV Original	Honeybee mark
322	347	The Kidnapper's Disappearing Getaway Car (Part 2)	June 2, 2003		Detective Boys	TV Original	PET bottle
323	348	Heiji Hattori's Desperate Situation! (Part 1)	June 9, 2003		Heiji Hattori	V38 - F8~10(390-393)	The number 9
324	349	Heiji Hattori's Desperate Situation! (Part 2)	June 16, 2003		RomanceHeiji Hattori	V38 - F8~10(390-393)	Die (object)
325	350	The Red Horse within the Flames (The Case)	June 23, 2003		New characterCharacter developmentHeiji Hattori	V39 - F1~5(393-397)	1・2・3
326	351	The Red Horse within the Flames (The Investigation)	June 30, 2003		Heiji Hattori	V39 - F1~5(393-397)	Guan Yu
327	352	The Red Horse within the Flames (The Resolution)	July 7, 2003		Heiji Hattori	V39 - F1~5(393-397)	Key holder
328	353	The Birthday Wine Mystery	July 14, 2003			TV Original	Wine glass
329	354	A Friendship That Can't Be Bought (Part 1)	July 28, 2003		New characterCharacter developmentBlack OrganizationDetective Boys	V39 - F6~8(398-400)	Sunroof
330	355	A Friendship That Can't Be Bought (Part 2)	August 4, 2003		Character developmentDetective Boys	V39 - F6~8(398-400)	Belt
331	356	The Suspicious Spicy Curry (Part 1)	August 11, 2003			V40 - F4~6(407-409)	Curry rice
332	357	The Suspicious Spicy Curry (Part 2)	August 18, 2003			V40 - F4~6(407-409)	Electric cable
333	358	The Similar Princesses (Part 1)	August 25, 2003		Characters pasts	V40 - F10 ~ V41 - F3(413-416)	Ran's mother and Shinichi's mother
334	359	The Similar Princesses (Part 2)	September 1, 2003		Romance	V40 - F10 ~ V41 - F3(413-416)	Bookmark
335	360	Secret of the Tohto Film Development Studio (Part 1)	September 8, 2003		RomanceDetective Boys	V41 - F4~6(417-419)	Messy room
336	361	Secret of the Tohto Film Development Studio (Part 2)	September 15, 2003		Character developmentDetective Boys	V41 - F4~6(417-419)	Fluorescent tape
11	11-12	Moonlight Sonata Murder Case (1 Hour Special) (Rerun)	September 22, 2003			V7 - F2~7(062-067)	N/A
219	235-238	The Gathering of the Detectives! Shinichi Kudo vs. Kaitou Kid (2 Hour Special) (Rerun)	October 6, 2003		New characterMagic KaitoCharacters pasts	MKV4 - C3~C4 V30 - F4~7(299-302)	N/A
337	362	Hidden Circumstances of the Falling Incident	October 13, 2003			TV Original	Receipt
338	363	The Four Porsches (Part 1)	October 20, 2003		Black OrganizationFBI	V41 - F7~9(420-422)	Reel
339	364	The Four Porsches (Part 2)	October 27, 2003		Character developmentBlack OrganizationFBI	V41 - F7~9(420-422)	Power window
340	365	Hidden Bathroom Secret (Part 1)	November 3, 2003		Character developmentBlack Organization	V41 - F10 ~ V42 - F1(423-425)	Haibara's older sister Akemi Miyano
341	366	Hidden Bathroom Secret (Part 2)	November 10, 2003		Character developmentBlack Organization	V41 - F10 ~ V42 - F1(423-425)	Toilet fixtures
342	367-368	The Bride of Huis ten Bosch (1 Hour Special)	November 17, 2003		Romance	TV Original	Wedding ring
343	369	The Convenience Store Trap (Part 1)	December 1, 2003		New characterCharacter development	V42 - F2~4(426-428)	Keeping things tidy and in order
344	370	The Convenience Store Trap (Part 2)	December 8, 2003		Character development	V42 - F2~4(426-428)	Convenience store bathroom
345	371-375	Head-to-Head Match with the Black Organization: A Dual Mystery on a Full Moon Night (2.5 Hour Special)	January 5, 2004		New characterCharacter developmentBlack OrganizationCharacters pastsFBIHeiji Hattori	V42 - F5~10(429-434)	Tarot card
346	376	Find the Buttock's Mark (Part 1)	January 12, 2004		RomanceDetective Boys	V42 - F11 ~ V43 - F2(435-437)	Emblem
347	377	Find the Buttock's Mark (Part 2)	January 19, 2004		Character developmentRomanceDetective Boys	V42 - F11 ~ V43 - F2(435-437)	Key cylinder
348	378	Love, Ghosts, and World Heritage (Part 1)	January 26, 2004		Detective Boys	TV Original	Seal
349	379	Love, Ghosts, and World Heritage (Part 2)	February 2, 2004		Detective Boys	TV Original	Magnifying glass
350	380	The Forgotten Cell Phone (Part 1)	February 9, 2004		New character	V43 - F3~5(438-440)	Telephone number
351	381	The Forgotten Cell Phone (Part 2)	February 16, 2004			V43 - F3~5(438-440)	A loud sound
352	382	The Fishing Tournament Tragedy (Part 1)	February 23, 2004		Detective Boys	TV Original	Track
353	383	The Fishing Tournament Tragedy (Part 2)	March 1, 2004		Detective Boys	TV Original	Latest fishing rod model
354	384	A Small Client (Part 1)	March 8, 2004		Romance	V39 - F9~11(401-403)	Facial mole
355	385	A Small Client (Part 2)	March 15, 2004			V39 - F9~11(401-403)	Video tapes
S1	-	Time Travel of the Silver Sky (TV Special)	April 10, 2004		Magic Kaito	TV Original	N/A
356	386-387	Kaitou Kid's Miraculous Midair Walk (1 Hour Special)	April 12, 2004		New characterMagic Kaito	V44 - F7~10(453-456)	Wind
357	388	Sweetheart is an Illusion of Spring	April 26, 2004		Romance	TV Original	Two-person portion meal
358	389	Metropolitan Police Detective Love Story 5 (Part 1)	May 3, 2004		New characterRomanceDetective Boys	V40 - F1~3(404-406)	Daypack
359	390	Metropolitan Police Detective Love Story 5 (Part 2)	May 10, 2004		Detective Boys	V40 - F1~3(404-406)	Sports player
360	391	A Mysterious Spring Beetle	May 17, 2004		Detective Boys	TV Original	Mobile phone strap
361	392	Teitan High School's Ghost Story (Part 1)	May 24, 2004		New characterCharacter development	V44 - F11 ~ V45 - F2(457-459)	Deck
362	393	Teitan High School's Ghost Story (Part 2)	May 31, 2004			V44 - F11 ~ V45 - F2(457-459)	Umbrella
363	394	The City Crows	June 7, 2004		Detective Boys	TV Original	Lottery ticket
364	395	The Synchronicity Case (Part 1)	June 14, 2004			TV Original	Twins
365	396	The Synchronicity Case (Part 2)	June 21, 2004			TV Original	Kogoro's investigation
52	53-54	The Mist Goblin Legend Murder Case (1 Hour Special) (Rerun)	June 28, 2004		Character development	V11 - F8~10(108-110)	N/A
366	397	The Tragedy of the Pier in Plain Sight (Part 1)	July 5, 2004		New characterCharacter developmentDetective Boys	V45 - F3~5(460-462)	Fishing vocabulary
367	398	The Tragedy of the Pier in Plain Sight (Part 2)	July 12, 2004		Detective Boys	V45 - F3~5(460-462)	Celebration
118	124-125	The Naniwa Serial Murder Case (1 Hour Special) (Rerun)	July 19, 2004		New character	V19 - F5~8(185-188)	N/A
368	399	The Candy House the Witch Lives In	July 26, 2004			TV Original	Chocolate cake
369	400	A Lucky Man's Suspense	August 2, 2004		Detective Boys	TV Original	Gossip
370	401	Running Away in a Game	August 9, 2004		Detective Boys	TV Original	Nameplate
371	402	A Course Without Protest (Part 1)	August 23, 2004			V45 - F6~8(463-465)	Tennis ball
372	403	A Course Without Protest (Part 2)	August 30, 2004			V45 - F6~8(463-465)	Chart
373	404	Deadly Poisonous Spider Trap	September 6, 2004		Detective Boys	TV Original	Telephone
184	198-199	A Cursed Mask Coldly Laughs (1 Hour Special) (Rerun)	September 20, 2004			TV Original	Necklace
304	326-329	The Trembling Police Headquarters: 12 Million Hostages (2 Hour Special) (Rerun)	October 4, 2004		New characterCharacter developmentRomanceCharacters pastsDetective Boys	V36 - F8 ~ V37 - F1(369-373)	Map symbol
374	405	A Code of Stars and Tobacco (Part 1)	October 18, 2004		Detective Boys	V45 - F9 ~ V46 - F1(466-469)	Tobacco
375	406	A Code of Stars and Tobacco (Part 2)	October 25, 2004		Detective Boys	V45 - F9 ~ V46 - F1(466-469)	Initial
376	407	The Time Limit is 15:00!	November 1, 2004		Detective Boys	TV Original	Tent
377	408	Momotarou Mystery Solving Tour (Part 1)	November 8, 2004		Detective Boys	TV Original	Mirror image
378	409	Momotarou Mystery Solving Tour (Part 2)	November 15, 2004		RomanceDetective Boys	TV Original	Left-handedness
379	410	The Case of the Furisode at the Hidden Hot Spring on a Snowy Night (Part 1)	November 22, 2004			TV Original	Open air bath
380	411	The Case of the Furisode at the Hidden Hot Spring on a Snowy Night (Part 2)	November 29, 2004			TV Original	Obi sash
381	412	Which One's Deduction Show (Part 1)	December 6, 2004		Heiji Hattori	V43 - F6~9(441-444)	4 building blocks
382	413	Which One's Deduction Show (Part 2)	December 13, 2004		RomanceHeiji Hattori	V43 - F6~9(441-444)	Calendar
383	414-417	Miracle at Koshien Ball Park! The Defiants Face the Dark Demon (2 Hour Special)	December 20, 2004		RomanceCharacters pastsHeiji Hattori	V43 - F10 ~ V44 - F3(445-449)	Retired uniform number
384	418	The Target is Kogoro Mouri	January 17, 2005			TV Original	Service ticket
385	419	The Dissonance of the Stradivarius (Prelude)	January 24, 2005			V46 - F2~6(470-474)	Requiem
386	420	The Dissonance of the Stradivarius (Interlude)	January 31, 2005			V46 - F2~6(470-474)	Initial
387	421	The Dissonance of the Stradivarius (Postlude)	February 7, 2005		Black Organization	V46 - F2~6(470-474)	Perfect pitch
388	422	Kogoro Gets Drunk in Satsuma (Part 1)	February 14, 2005			TV Original	Obsession with sake brewing
389	423	Kogoro Gets Drunk in Satsuma (Part 2)	February 21, 2005			TV Original	Physical examination
390	424	Metropolitan Police Detective Love Story 6 (Part 1)	February 28, 2005		New characterDetective Boys	V44 - F4~6(450-452)	News
391	425	Metropolitan Police Detective Love Story 6 (Part 2)	March 7, 2005		Detective Boys	V44 - F4~6(450-452)	Clock
392	426	The Mysterious Height Difference of 20cm	March 14, 2005			TV Original	Chandelier
393	427	A Kidnapping Case... So It Seems	March 21, 2005			TV Original	Oil
394	428	Big Adventure in the Eccentric Mansion (The Seal)	April 18, 2005		Black OrganizationMagic KaitoDetective Boys	V46 - F7~10(475-478)	Magatama stone
395	429	Big Adventure in the Eccentric Mansion (The Mechanism)	April 25, 2005		Magic KaitoDetective Boys	V46 - F7~10(475-478)	Three sacred treasures
396	430	Big Adventure in the Eccentric Mansion (The Resolution)	May 2, 2005		Magic KaitoDetective Boys	V46 - F7~10(475-478)	Samizu Kichiemon
397	431	Hot, Bitter, Sweet Soup	May 9, 2005			TV Original	Flour
398	432	The Strange Family's Request (Part 1)	May 16, 2005			V46 - F11 ~ V47 - F3(479-482)	Cell phone lock
399	433	The Strange Family's Request (Part 2)	May 23, 2005			V46 - F11 ~ V47 - F3(479-482)	The event from 12 years ago
400	434	Ran's Suspicions	May 30, 2005		Character developmentCharacters pasts	V47 - F4(483)	Car's number
401	435	A Jewel Thief Caught Red-Handed (Part 1)	June 6, 2005		Detective Boys	V47 - F5~7(484-486)	Brooch
402	436	A Jewel Thief Caught Red-Handed (Part 2)	June 13, 2005		Detective Boys	V47 - F5~7(484-486)	Rain
403	437	The Mysterious Angel's Mansion (Part 1)	June 20, 2005		Detective Boys	TV Original	Violent ox
404	438	The Mysterious Angel's Mansion (Part 2)	June 27, 2005		Detective Boys	TV Original	Direction
405	439	The Man Who Called for an Ambulance	July 4, 2005			TV Original	Victory sign
406	440	Conan and Heiji's Deduction Magic (The Trick)	July 11, 2005		RomanceHeiji Hattori	V47 - F8~11(487-490)	Sleight of hand info
407	441	Conan and Heiji's Deduction Magic (The Mansion)	July 18, 2005		Heiji Hattori	V47 - F8~11(487-490)	Narrow corridor
408	442	Conan and Heiji's Deduction Magic (The Resolution)	August 1, 2005		Character developmentHeiji Hattori	V47 - F8~11(487-490)	Shadow
409	443	The Simultaneous Stage Advance and Kidnapping (Part 1)	August 8, 2005		Detective Boys	TV Original	The Tale of the Bamboo-Cutter
410	444	The Simultaneous Stage Advance and Kidnapping (Part 2)	August 15, 2005		Detective Boys	TV Original	Phone call from the criminal
411	445	The Shinto Shrine Torii's Surprising Code (Part 1)	August 22, 2005		Detective Boys	V48 - F1~3(491-493)	Vertical and horizontal
412	446	The Shinto Shrine Torii's Surprising Code (Part 2)	August 29, 2005		Detective Boys	V48 - F1~3(491-493)	Top and bottom
413	447	The Half Completed Crime Mystery	September 5, 2005		Detective Boys	TV Original	The Two of Cups
414	448	The Detective Boys' Bluebird Chase	September 12, 2005		Detective Boys	TV Original	Soy sauce
162	172-173	The Locked Room in the Sky: Shinichi Kudo's First Case (1 Hour Special) (Rerun)	September 26, 2005		Character developmentRomanceCharacters pasts	V21 - F4~7(204-207)	N/A
415	449	The Evil Spirit Appears on An Unlucky Day (The Case)	October 10, 2005			V48 - F4~8(494-498)	A habit
416	450	The Evil Spirit Appears on An Unlucky Day (The Suspicion)	October 17, 2005			V48 - F4~8(494-498)	Fingerprint
417	451	The Evil Spirit Appears on An Unlucky Day (The Resolution)	October 24, 2005			V48 - F4~8(494-498)	Siblings
418	452	Home of Beika's Grenier	October 31, 2005		RomanceDetective Boys	TV Original	Nameplate
419	453	Sword of the Eight-Headed Serpent (Part 1)	November 7, 2005			TV Original	Sight-seeing area
420	454	Sword of the Eight-Headed Serpent (Part 2)	November 14, 2005			TV Original	Evidence of a lie
421	455	Gingko-Colored First Love (Part 1)	November 21, 2005		Characters pastsDetective Boys	V40 - F7~9(410-412)	Promise from 10 years ago
422	456	Gingko-Colored First Love (Part 2)	November 28, 2005		New characterDetective Boys	V40 - F7~9(410-412)	Blond hair
423	457	The Detective Boys and the Four Caterpillar Brothers	December 5, 2005		Detective Boys	TV Original	Olive leaf
424	458	Photo E-mail from the Clown	December 19, 2005			TV Original	Stew
425	459-463	Black Impact! The Moment the Black Organization Reaches Out (2.5 Hour Special)	January 9, 2006		New characterBlack OrganizationFBI	V48 - F9 ~ V49 - F4(499-504)	Transmitter and listening device
426	464	Love Letter to Ran	January 16, 2006		Romance	TV Original	Fencing stick
427	465	Super Secret of the Road to School (Part 1)	January 23, 2006		Detective Boys	V49 - F5~7(505-507)	Ai Haibara lookalike
428	466	Super Secret of the Road to School (Part 2)	January 30, 2006		Detective Boys	V49 - F5~7(505-507)	Allergic diathesis
429	467	Two People Who Can't Return (Part 1)	February 6, 2006		New character	V49 - F8~10(508-510)	Sleeping posture
430	468	Two People Who Can't Return (Part 2)	February 13, 2006			V49 - F8~10(508-510)	Adhesive plaster
431	469	Metropolitan Police Detective Love Story 7 (Part 1)	February 20, 2006			V50 - F1~4(511-514)	Rare card
432	470	Metropolitan Police Detective Love Story 7 (Part 2)	February 27, 2006		Romance	V50 - F1~4(511-514)	Perfect game
433	471	Conan: A Strange Child	March 6, 2006			TV Original	Chewing gum
434	472	The Great Dog Coeur's Triumph	April 10, 2006			TV Original	Toothpaste for dogs
435	473	Information Gathered About the Detective Boys (Part 1)	April 17, 2006		Character developmentDetective Boys	V50 - F5~7(515-517)	Hay fever
436	474	Information Gathered About the Detective Boys (Part 2)	April 24, 2006		Character developmentDetective Boys	V50 - F5~7(515-517)	Railway crossing sound
76	78-79	Conan vs. Kaitou Kid (1 Hour Special) (Remastered)	May 1, 2006		New characterCharacter developmentMagic Kaito	V16 - F6~9(156-159)	Pearl
437	475	Aya Ueto and Shinichi - The Promise from 4 Years Ago	May 8, 2006		Characters pasts	TV Original	TV drama
438	476	The Pursuit of the Fish E-mail	May 15, 2006			V51 - F2~3(523-524)	Three fish
439	477	And It'd Be Nice if Everybody Disappeared	May 22, 2006			TV Original	Novel
440	478	The Car Stunt's Utmost Limit	May 29, 2006		Detective Boys	TV Original	Two cars
441	479	The Final "Ahh"	June 5, 2006			TV Original	Muddler
442	480	The Man Obstructed by the Steel Frame	June 12, 2006		Detective Boys	TV Original	Amnesia
208	223-224	The Entrance to the Maze: The Anger of the Colossus (1 Hour Special) (Rerun)	June 19, 2006			TV Original	Self-service ropeway
443	481	Clam Digging With a Sigh (Part 1)	June 26, 2006		Detective Boys	V51 - F4~6(525-527)	Matching parkas
444	482	Clam Digging With a Sigh (Part 2)	July 3, 2006		Detective Boys	V51 - F4~6(525-527)	PET bottle cap
445	483	Secret of the Russian Blue	July 10, 2006		New character	V51 - F7~8(528-529)	Young Japanese woman texting style
446	484	The Sealed Western-Style Window (Part 1)	July 24, 2006			V51 - F9~11(530-532)	Key chain
447	485	The Sealed Western-Style Window (Part 2)	July 31, 2006		Character development	V51 - F9~11(530-532)	Book sequence
342	367-368	The Bride of Huis ten Bosch (1 Hour Special) (Rerun)	August 7, 2006		Romance	TV Original	N/A
448	486	The Meguro Sanma Case	August 14, 2006			TV Original	Fairytale
449	487-488	Metropolitan Police Detective Love Story - Fake Wedding (1 Hour Special)	August 21, 2006		Romance	V52 - F3~5(535-537)	Ominous message
450	489	Trick vs. Magic (Part 1)	August 28, 2006			TV Original	Stage lighting
451	490	Trick vs. Magic (Part 2)	September 4, 2006			TV Original	Latch
452	491-492	The Phantom of the Konpira (1 Hour Special)	September 11, 2006			TV Original	Stage actor
453	493	Preview Screening of Fate and Friendship	October 23, 2006		Detective Boys	V52 - F1~2(533-534)	Premium ticket
454	494	The Overturned Conclusion (Part 1)	October 30, 2006		Detective Boys	V52 - F6~8(538-540)	Collection
455	495	The Overturned Conclusion (Part 2)	November 6, 2006		Detective Boys	V52 - F6~8(538-540)	Incomplete manuscript
456	496	The Mystery I Loved	November 13, 2006			TV Original	Sushi shop ginger
457	497	Sonoko's Red Handkerchief (Part 1)	November 20, 2006		Romance	V52 - F9~11(541-543)	Katakana name
458	498	Sonoko's Red Handkerchief (Part 2)	November 27, 2006		Romance	V52 - F9~11(541-543)	April 1st
459	499	A Mysterious Man - Overly Strict with Regulations	December 4, 2006		Detective Boys	TV Original	Moving
460	500	Class 1-B's Great Operation!	January 15, 2007		New characterDetective Boys	V53 - F5~6(548-549)	Eye of a die
461	501	The Missing Page	January 22, 2007		Detective Boys	TV Original	Photo frame
462	502	The Shadow of the Black Organization (The Young Witness)	January 29, 2007		FBI	V53 - F7~9(550-552)	Shining hammer
463	503	The Shadow of the Black Organization (The Strange Illumination)	February 5, 2007		Character developmentBlack Organization	V53 - F7~9(550-552)	Serpent and nail
464	504	The Shadow of the Black Organization (The Mystery of the Big Reward)	February 12, 2007		Character developmentBlack Organization	V53 - F10 ~ V54 - F2(553-555)	"The Red-Headed League"
465	505	The Shadow of the Black Organization (Shining Star of Pearl)	February 19, 2007		Black Organization	V53 - F10 ~ V54 - F2(553-555)	Scattering beans for Setsubun
466	506	The Unsmashable Snowman (Part 1)	February 26, 2007		Detective Boys	V54 - F3~5(556-558)	Snowman's gloves
467	507	The Unsmashable Snowman (Part 2)	March 5, 2007		Detective Boys	V54 - F3~5(556-558)	Flavor of snow
468	508	Mysterious Case Near the Pond	March 12, 2007		Detective Boys	TV Original	X-ray
469	509	Kaitou Kid and the Four Masterpieces (Part 1)	April 16, 2007		Magic Kaito	V53 - F1~4(544-547)	Advance notice drawing
470	510	Kaitou Kid and the Four Masterpieces (Part 2)	April 23, 2007		Magic Kaito	V53 - F1~4(544-547)	Things you can't see, but still exist
471	511	The Uncontrollable Rental Car!	May 7, 2007			TV Original	Highway information
472	512	Shinichi Kudo's Childhood Adventure (Part 1)	May 14, 2007		Characters pastsDetective Boys	V55 - F6~9(570-573)	Shinichi Kudo's younger brother
473	513	Shinichi Kudo's Childhood Adventure (Part 2)	May 21, 2007		RomanceMagic KaitoCharacters pastsDetective Boys	V55 - F6~9(570-573)	Kaitou Kid's godparent
